      1,           0.,           0.
      2,          0.5,           0.
      3,           1.,           0.
      4,          1.5,           0.
      5,           2.,           0.
      6,           0.,          0.5
      7,          0.5,          0.5
      8,           1.,          0.5
      9,          1.5,          0.5
     10,           2.,          0.5
     11,           0.,           1.
     12,          0.5,           1.
     13,           1.,           1.
     14,          1.5,           1.
     15,           2.,           1.
     16,           0.,          1.5
     17,          0.5,          1.5
     18,           1.,          1.5
     19,          1.5,          1.5
     20,           2.,          1.5
     21,           0.,           2.
     22,          0.5,           2.
     23,           1.,           2.
     24,          1.5,           2.
     25,           2.,           2.
